"code","short_name"
"1834","A Van Driel GP"
"1835","A Shlain GP"
"1836","BA Hassim Mia GP"
"1837","Dr B Bhana General Practitioner"
"1838","Bhaba GP"
"1839","Bhika GP"
"1840","Dr BH Matlala General Practitioner"
"1841","Dr BI Tsomele General Practitioner"
"1842","BKC Sithole GP"
"1843","Botha GP"
"1844","Dr BR Masondo General Practitioner"
"1845","B Tlhabi GP"
"1846","Bucibo GP"
"1847","Dr Bulbulia General Practitioner"
"1848","Burki NAK GP"
"1849","Cachalia GP"
"1850","C Amos GP"
"1851","CG Nortje GP"
"1852","Chibaka GP"
"1853","CJ Malunga GP"
"1854","Dr C Kyambadde General Practitioner"
"1855","Dr CM Pienaar General Practitioner"
"1856","CM Shange GP"
"1857","CP Bam GP"
"1858","CS Motaung GP"
"1859","Dr C Van Der Merwe General Practitioner"
"1860","Damoyi GP"
"1861","Dr Dasoo General Practitioner"
"1862","DA Tyamzashe GP"
"1863","Dr DD Starke General Practitioner"
"1864","JH Hyans GP"
"1865","DJ Ravhengani GP"
"1866","Dlamini GP"
"1867","Dr DM Ngwenya General Practitioner"
"1868","D Monnakgotla GP"
"1869","DM Phosa GP"
"1870","Dr Donald Gumede General Practitioner"
"1871","Dr Doorewaard Baby Clinic"
"1872","Dr Doorewaard General Practitioner"
"1873","D Ramjee GP"
"1874","DS Grieve GP"
"1875","EB Dankwa GP"
"1876","Zwane GP"
"1877","EHM Makate GP"
"1878","EH Moroe GP"
"1879","E Joosuf GP"
"1880","E le Roux GP"
"1881","Dr E Mayet General Practitioner"
"1882","E Moosa GP"
"1883","Dr EM Zungu General Practitioner"
"1884","E Nkosi GP"
"1885","EN Mokone GP"
"1886","E Olivier GP"
"1887","Eshragi GP"
"1888","Dresser Clinic"
"1889","FE Suleman GP"
"1890","FF Ribeirro"
"1891","F Moolla GP"
"1892","Fourie GP"
"1893","Dr Ganchi General Practitioner"
"1894","Dr George Mukhari Hospital"
"1895","Dr Gerhard Du Plessis General Practitioner"
"1896","G Koboka GP"
"1897","Dr G Naidoo General Practitioner"
"1898","G Seaketso Sebego GP"
"1899","Dr GZ Nkomo General Practitioner"
"1900","Harmse GP"
"1901","Dr HC Olivier General Practitioner"
"1902","H Kuhn"
"1903","Dr Herimbi General Practitioner"
"1904","Dr HF Visser General Practitioner"
"1905","Dr HG Patel General Practitioner"
"1906","Dr Hlahla General Practitioner"
"1907","HN Mathibela GP"
"1908","H Tanna GP"
"1909","Dfontein Mine"
"1910","Diehoek"
"1911","Dr I Laher General Practitioner"
"1912","I Lingoomiah GP"
"1913","Ilunga GP"
"1914","I Mahomed Gani GP"
"1915","Dr IOB Irinoye General Practitioner"
"1916","Dr Iona Fouche General Practitioner"
"1917","Dr I Sagathevan General Practitioner"
"1918","I Steenkamp GP"
"1919","IS Van Der Westhuizer GP"
"1920","J Folmer GP"
"1921","Dr JE Kotze General Practitioner"
"1922","Dr JF Kidson General Practitioner"
"1923","Jina GP"
"1924","Dr JJ Brink General Practitioner"
"1925","JJT Khomo GP"
"1926","Dr JJ van Dyk General Practitioner"
"1927","J Kuhn GP"
"1928","Dr J Madonsela General Practitioner"
"1929","J Maydell GP"
"1930","Dr J Mosima General Practitioner"
"1931","J Nalumango GP"
"1932","JS Gericke GP"
"1933","JS Mangwane GP"
"1934","Kana GP (Tokoza)"
"1935","Dr Karen de Witt General Practitioner"
"1936","K Camphor GP"
"1937","Dr K Charles General Practitioner"
"1938","Dr KE Kgosana General Practitioner"
"1939","Dr KE Letebele General Practitioner"
"1940","KG Ntimane GP"
"1941","KGT Mahlaela GP"
"1942","Dr KH Jones General Practitioner"
"1943","K Manda GP"
"1944","KO Moalusi GP"
"1945","Dr Kooverjee General Practitioner"
"1946","Dr Kotwal General Practitioner"
"1947","K Pillay-Lungoomiah GP"
"1948","Dr LA Gallon General Practitioner"
"1949","Dr LA Gangazhe General Practitioner"
"1950","Dr LA Mthembu General Practitioner"
"1951","Dr L Greenhalg General Practitioner"
"1952","Liz Cronje GP"
"1953","Dr L Mboweni General Practitioner"
"1954","LM Moja GP"
"1955","Dr LM Phalatso GP"
"1956","Dr LM Shange General Practitioner"
"1957","Dr Lopez-Renjel General Practitioner"
"1958","Loreal GP"
"1959","LS Jivhuho GP"
"1960","Dr Maduna General Practitioner"
"1961","Dr M A Fulat General Practitioner"
"1962","Dr MA Fulat General Practitioner"
"1963","MA Greenslade GP"
"1964","Makoti GP"
"1965","Manana GP"
"1966","Mansoor Omar GP"
"1967","Mashaba GP"
"1968","Dr Mashego General Practitioner"
"1969","Masutha GP"
"1970","Dr MC Shomang General Practitioner"
"1971","Dr MD Sithole General Practitioner"
"1972","M Weight GP"
"1973","Dr MF Desai General Practitioner"
"1974","MF Mohamed GP"
"1975","MF Mojo GP"
"1976","MH Ismail Inc GP"
"1977","Dr MJ Gouws General Practitioner"
"1978","MJ Maseko GP"
"1979","Dr MJ Maseloa General Practitioner"
"1980","M Joubert GP"
"1981","MJ Sekhoela GP"
"1982","Dr Mla Modisane General Practitioner"
"1983","MM Chabalala GP"
"1984","Dr MM Opperman General Practitioner"
"1985","MN Govind GP"
"1986","Mokatedi GP"
"1987","Mokgatle GP"
"1988","Dr Molebatsi General Practitioner"
"1989","Molefi GP"
"1990","M Omar GP"
"1991","Monama GP"
"1992","Mosheledi GP"
"1993","Dr Mosili General Practitioner"
"1994","Motaun GP"
"1995","Dr Mphakalasi General Practitioner"
"1996","Dr M Phayane General Practitioner"
"1997","Dr MP Modiba General Practitioner"
"1998","Dr MPN Maseko General Practitioner"
"1999","Mpotoane GP"
"2000","Dr M Ranchod GP"
"2001","Dr MR Hira General Practitioner"
"2002","Dr MRO Carrim General Practitioner"
"2003","Dr MS Manthata General Practitioner"
"2004","MS Nyase GP"
"2005","Dr MS Phalafala General Practitioner"
"2006","Dr M Tambwe General Practitioner"
"2007","MTD Qobose GP"
"2008","M Tsatsi GP"
"2009","MV Matseka GP"
"2010","Dr MW Adams General Practitioner"
"2011","Dr M Wright General Practitioner"
"2012","Nana GP"
"2013","Dr NB Matshivha General Practitioner"
"2014","Shao GP"
"2015","NG Malinga GP"
"2016","NG Mdlalose GP"
"2017","Dr N Mayet General Practitioner"
"2018","Dr N Naidoo General Practitioner"
"2019","NN Radia GP"
"2020","N Mayaba GP"
"2021","NT Machebe GP (Tshwa)"
"2022","NT Machebe GP (T7)"
"2023","Dr OD Olateju General Practitioner"
"2024","Dr Omar Carrim General Practitioner"
"2025","Omar GP"
"2026","Osmany GP"
"2027","Dr pappie"
"2028","P Sutherland GP"
"2029","PD Patel GP"
"2030","PDP Forie GP"
"2031","Dr PGA Magagane General Practitioner"
"2032","Phoshoko GP"
"2033","PJ Hadebe GP"
"2034","PLM Kasolo GP"
"2035","P Muchifefe GP"
"2036","Dr P Padayatchi General Practitioner"
"2037","Dr PR Madiba General Practitioner"
"2038","Dr PT Moshane General Practitioner"
"2039","Dr P van Wyk General Practitioner"
"2040","Dr Radecki General Practitioner"
"2041","Rademan GP"
"2042","Ramagole GP"
"2043","Dr Rambiyana General Practitioner"
"2044","R Martinez Clinic"
"2045","Rampele GP"
"2046","Rampesard GP"
"2047","Dr Randeree General Practitioner"
"2048","R Chiboo GP"
"2049","Dr RC Mahahle General Practitioner"
"2050","Dr RD Magwaza General Practitioner"
"2051","Dr RK Olckers General Practitioner"
"2052","Dr R Makhate General Practitioner"
"2053","R Marivate GP"
"2054","Roux GP"
"2055","R Ramjas GP"
"2056","Dr R S Kwinda General Practitioner"
"2057","Dr RS Kwinda General Practitioner"
"2058","RS Kwinda'surg GP"
"2059","Dr RS Nene General Practitioner"
"2060","R Sookraj GP"
"2061","Rubombora GP"
"2062","Dr RW Nhantsi General Practitioner"
"2063","SA Abba GP"
"2064","SA Bokhari GP"
"2065","Coetzee/de Beer GP"
"2066","A Coetzee/de Maar GP"
"2067","Saloojee GP"
"2068","Dr S Appasamy General Practitioner"
"2069","Dr SB Jama General Practitioner"
"2070","Botes/Grobler GP"
"2071","Botha/Jacobs GP"
"2072","Chem Olympus GP"
"2073","SCI Maatjie GP"
"2074","Clark/Mcatamney GP"
"2075","S Cloete GP"
"2076","Dr S Dadoo General Practitioner"
"2077","Drs DJ Prinsloo and Pienaar General Practitioner"
"2078","SE Malatji GP"
"2079","E Mohamed/Vally GP"
"2080","Esterhuizen/Marx GP"
"2081","Dr Setlale General Practitioner"
"2082","Ferreira/Kloppers GP"
"2083","Fotheringham and Q GP"
"2084","Dr S Ghood General Practitioner"
"2085","Shaikh GP (Muldersdrift)"
"2086","Dr SI Maaga General Practitioner"
"2087","Simets GP"
"2088","S Ishmail GP"
"2089","Dr S Ismail General Practitioner"
"2090","Johnson/Johnson GP"
"2091","Dr S Khusi General Practitioner"
"2092","Dr SL Miller General Practitioner"
"2093","Dr SM Legodi General Practitioner"
"2094","SMM Mphomante GP"
"2095","Dr SM Mphomane General Practitioner"
"2096","Dr S Nteo General Practitioner"
"2097","S Okhue GP"
"2098","Roos/Landsberg GP"
"2099","Seedata/Lambat GP"
"2100","Venter/Greyling GP"
"2101","Dr SY Ally General Practitioner"
"2102","Tabiri GP"
"2103","Tahera GP"
"2104","TE Makibelo GP"
"2105","TE Selebano GP"
"2106","Texeira GP"
"2107","TF Mulaudzi GP"
"2108","Tickley GP Medizone"
"2109","Timol GP (EkhE)"
"2110","Timol GP (Emf)"
"2111","Dr TJ Kganane General Practitioner"
"2112","TJ van Wyngaard GP"
"2113","Dr T Langa General Practitioner"
"2114","Dr TM Mokoena General Practitioner"
"2115","Dr T Monyai General Practitioner"
"2116","Dr TMTM Ally General Practitioner"
"2117","TM Tshabalala GP"
"2118","Dr TN Rikhotso General Practitioner"
"2119","TP Tlakane GP"
"2120","T Segabi GP"
"2121","Tshabalala GP"
"2122","TS Mabeba GP"
"2123","Dr TTL Kekane General Practitioner"
"2124","Dr TW Ravhuhali General Practitioner"
"2125","Venter GP"
"2126","Vincent GP"
"2127","V Lalaram Doorgha GP"
"2128","VL Makenna GP"
"2129","VM Mzamane GP"
"2130","VM Sooboo GP"
"2131","VS Nhlapo GP"
"2132","Vuma GP"
"2133","V Vuuren GP"
"2134","Dr W Lotter General Practitioner"
"2135","Dr W Theron General Practitioner"
"2136","Dr Y Abdulla General Practitioner"
"2137","Dr YME Ismail General Practitioner"
"2138","Dr Yusuf Dadoo Gateway Clinic"
"2139","Dr Yusuf Dadoo Hospital"
"2140","Duduza Clinic"
"2141","Dukathole"
"2142","Dunvegan Baby Clinic"
"2143","Clicks Pharm E"
"2144","Eastgate Pharm"
"2145","East Lynne"
"2146","East Rand Mall Pharm"
"2147","East Rand N17 Private Hospital"
"2148","East Rand TB Hospital"
"2149","Eastwood Pharmacy"
"2150","Ebenezer NP"
"2151","Ebony/Kaalfontein"
"2152","Eco Boulevard Pharm"
"2153","Edenmeadow Pharm"
"2154","Eden Park Clinic"
"2155","Edenvale Clinic"
"2156","Edenvale Hospital"
"2157","Edenvale Park Pharmacy"
"2158","Edenvale Pharmacy"
"2159","Educity FP NP"
"2160","Eersterust CHC"
"2161","Eikenhof LA Clinic"
"2162","Eikenhof Prov"
"2163","Ekandastria Clinic"
"2164","Ekangala Clinic"
"2165","Ekukhanyeni Clinic"
"2166","Eland Pharmacy"
"2167","Elandsfontein Clinic"
"2168","Eldorado X2"
"2169","Eldorado X9"
"2170","Eldoraigne Satellite Clinic"
"2171","E Motsoaledi Clinic"
"2172","Elsburg Clinic"
"2173","Elspark Pharmacy"
"2174","Emaphupheni"
"2175","Emerald Casino Family Planning Clinic"
"2176","Emf East LA Mob 1"
"2177","ELM Municipality"
"2178","Emfuleni Medi-Clinic Hospital (Vanderbijlpark)"
"2179","Emfuleni South Mob 1"
"2180","Emfuleni West Mob 1"
"2181","Empilisweni CDC"
"2182","Endayeni Clinic"
"2183","EngenderHealth N-med"
"2184","Ennerdale X8"
"2185","Ennerdale X9 Clinic"
"2186","Erasmia Medical Centre"
"2187","Erasmia Medi-Clinic Hospital"
"2188","Erasmia Pharmacy"
"2189","E Ndeleni Clinic"
"2190","Erin Clinic"
"2191","Esangweni CHC"
"2192","Esangweni MOU"
"2193","Escourt Bacon Co-operative Family Planning Clinic"
"2194","Eskom College Clinic"
"2195","Eskom Technology Services Industry Clinic"
"2196","Eskom Transmissions Industry Clinic"
"2197","Esselen Park Pharmacy"
"2198","Estmei"
"2199","Ethafeni Clinic"
"2200","Eugene Marais Hospital"
"2201","Eureka Health Post"
"2202","Evaton Main"
"2203","Evaton West Mob 1"
"2204","Eyethu Yarona Clinic"
"2205","Faerie Glen Hospital"
"2206","Faerie Glen Pharmacy"
"2207","Falls Pharmacy"
"2208","Family Health Services Non-Medical Site"
"2209","F Nhlapo Clinic"
"2210","Far East Rand Hospital"
"2211","Farmcare Clinic"
"2212","Feather brook Pharm"
"2213","Fedsure Forum Pharm"
"2214","Femina Clinic Hospital"
"2215","Ferryvale Chemist Pharmacy"
"2216","Festival Mall Pharm"
"2217","FF Ribeiro"
"2218","Finetown"
"2219","First Avenue Clinic"
"2220","Flora/Wilgeheuwel"
"2221","Flora Clinic Hospital"
"2222","Florida"
"2223","Fochville Clinic"
"2224","Fochville Hospital"
"2225","Fochville Mob 1"
"2226","Folang"
"2227","Fordsburg Clinic Hospital"
"2228","Fourway Crossing Pharmacy"
"2229","Fourways Crossing Pharmacy (AR du Toit)"
"2230","Fourways Pharm"
"2231","FPD"
"2232","FPD Mobiles"
"2233","Freeway Park Satellite Clinic"
"2234","Friends for Life Non-Medical Site"
"2235","Frik Pretorius Pharmacy"
"2236","Gandhi Square (Marie Stopes) Clinic"
"2237","Garankuwa View"
"2238","Garden City Clinic Hospital"
"2239","Garsfontein Clinic"
"2240","Gazankulu"
"2241","Geluksdal Clinic"
"2242","Genrec Engineering"
"2243","Georgies Pharmacy"
"2244","Germiston Clinic"
"2245","Gezina Pharmacy"
"2246","Glen Allen Pharmacy"
"2247","Glenanda"
"2248","Glenfair Pharm"
"2249","Glenhavie Sat"
"2250","Glenvista Pharm"
"2251","Glynwood Hospital"
"2252","Goba Clinic"
"2253","GFTC Mine"
"2254","Goldfields Mine"
"2255","Goodshepherd Clinic"
"2256","Greenfields"
"2257","Greenspark Clinic"
"2258","Greenstone Mall Pharm"
"2259","Green Vil Port Cabin"
"2260","Groendenne Mob 1"
"2261","Group 5 GP"
"2262","Hadeco FP"
"2263","Halfway House"
"2264","Hands of Compassion"
"2265","Hands of Hope"
"2266","Hands of Hope VCT"
"2267","Hansia"
"2268","Hatfeild Plaza Pharm"
"2269","Health Pharm"
"2270","HSIS Mine"
"2271","Heidelberg"
"2272","Heidelberg Corr"
"2273","Heidelberg Hospital"
"2274","Hekpoort Mob 1"
"2275","Helderkruin"
"2276","Helen Joseph Hospital"
"2277","Henda Pharmacy"
"2278","Hennies Pharmacy"
"2279","Hercules"
"2280","Highveld Link Pharmacy"
"2281","Hikhensile"
"2282","Hillbrow CHC"
"2283","Hillshaven Satellite Clinic"
"2284","Hippo Road Satellite Clinic"
"2285","HIV SA N-med (Jhb D)"
"2286","HIV SA N-med (Jhb G)"
"2287","Holani Clinic"
"2288","Hollandse Pharmacy"
"2289","Home of Saints"
"2290","Hyper Pharmacy"
"2291","Ikageng Clinic"
"2292","Impala Park Satellite Clinic"
"2293","Injabulo Community Care Centre Non-Medical Site"
"2294","Intercare Centre"
"2295","Inter-continental Sandton Non-Medical Site"
"2296","Irene Homes NP"
"2297","Irene Pharmacy"
"2298","Itireleng CHC"
"2299","Itireleng LA Clinic"
"2300","Itireleng Region B"
"2301","Itumeleng"
"2302","Jabavu/Vusabantu"
"2303","J Dumane CHC"
"2304","Jabulani Mall Pharm"
"2305","J Hindon Clinic"
"2306","Jakaranda Hospital"
"2307","Jakaranda"
"2308","Jakaranda Pharm"
"2309","Jameson Park Satellite Clinic"
"2310","J Maree Clinic"
"2311","Jededia"
"2312","Jeppe"
"2313","Jeppe Street Clinic"
"2314","Jet Park Occupational Health Centre Clinic"
"2315","Jhiego"
"2316","Johan Deo"
"2317","J Heyns CHC"
"2318","Johannesburg Corr"
"2319","Johannesburg New Start"
"2320","Johnson Diversey Industry Clinic"
"2321","Joubert Park"
"2322","Joy Clinic"
"2323","J Gateway Clin"
"2324","Jubilee Hospital"
"2325","Jukskei Park Pharmacy"
"2326","Kaelo COJ"
"2327","Kaelo"
"2328","Kalafong Hospital"
"2329","Kameeldrift Clinic"
"2330","Kanana Clinic"
"2331","Karenpark"
"2332","Katlehong N Clin"
"2333","Kekana Gardens"
"2334","Kekanastad Clinic"
"2335","Kembirch Medicross Clinic"
"2336","Kemcity Pharmacy"
"2337","Kem de Beer Pharmacy"
"2338","Kempton Medicross Clinic"
"2339","Kemp Park Civ Clinic"
"2340","Kemston Clinic"
"2341","Kenridge Hospital"
"2342","Key West Pharm"
"2343","Kgabo CHC"
"2344","Khumalo"
"2345","Khutsong CHC"
"2346","Khutsong East Clinic"
"2347","Khutsong Ext 3 Clinic"
"2348","Khutsong MOU"
"2349","Khutsong Pharmacy"
"2350","Khutsong South Clinic"
"2351","Khutsong West Clinic"
"2352","Kibler Park Clinic"
"2353","Killarney Mall Pharm"
"2354","Kings Hope"
"2355","Kingsley Medicentre Pharmacy"
"2356","Kingsway Clinic"
"2357","Klipspruit West"
"2358","Kliptown Clinic"
"2359","Kloof Hospital"
"2360","Kloof Medical Centre"
"2361","Kloof Medi Clinic"
"2362","Kloof Mine"
"2363","Kloofsig Pharmacy"
"2364","Klopper Park Clinic"
"2365","Knights Chest Hospital"
"2366","Kocksoord"
"2367","Kokosi Clinic"
"2368","Kolonade Pharm"
"2369","Kookrus Clinic"
"2370","Kopanong Gateway Clinic"
"2371","Kopanong Hospital"
"2372","Kopanong Thuthuzela"
"2373","Kraft"
"2374","Krugersdorp Clinic"
"2375","Krugersdorp Corr"
"2376","Krugersdorp Hospital"
"2377","KT Motubatse Clinic"
"2378","Kwa-Thema CHC"
"2379","Lakeside Pharm"
"2380","Lambton Pharm"
"2381","La Montagne Pharmacy"
"2382","Lancet Labs"
"2383","Landis"
"2384","Lanseria Intern Airport"
"2385","Laudium CHC"
"2386","Laudium"
"2387","L A Widd"
"2388","Lawley 2 Clinic"
"2389","Lawley"
"2390","Leentjie M"
"2391","Leeuhof Corr"
"2392","Leeuwkop Corr"
"2393","Legae Private Clinic Hospital"
"2394","Lenasia Clinic"
"2395","Lenasia X10"
"2396","Lenasia X2"
"2397","Lenasia S CHC"
"2398","Lenasia S Civic Clin"
"2399","Lenasia S MOU"
"2400","Lenmed Clinic Hospital"
"2401","Leondale"
"2402","Lerato"
"2403","Leratong Gateway"
"2404","Leratong Hospital"
"2405","Lesedi East Mob 1"
"2406","Lesedi Private Hospital"
"2407","Lesedi South Mob 1"
"2408","Lesedi West Mob 1"
"2409","Le-Sel Research GP"
"2410","Leslie Williams Memorial Hospital"
"2411","Lethabong"
"2412","L Mbatha CHC"
"2413","Lifemed Non-Medical Site"
"2414","Lifemed Roodeport Hospital"
"2415","L Ngoyi CHC"
"2416","Link Max Pharmacy"
"2417","Linksfield Park Clinic Hospital"
"2418","Linmed Hospital"
"2419","Little Company of Mary Hospital"
"2420","Lizelle Prinsloo Pharmacy"
"2421","Lorrie Pharmacy"
"2422","Lotus Gardens"
"2423","Louis Pasteur Private Hospital"
"2424","Loving Touch NP"
"2425","Lucky Mkhwanazi"
"2426","Luipaardvlei Sat"
"2427","Lynridge Mall Pharm"
"2428","Lyttelton"
"2429","Lyttelton Pharmacy"
"2430","Mac Steel Germiston South Industry Clinic"
"2431","Mac Steel Head Office Industry Clinic"
"2432","Magagula"
"2433","Magaliesburg Mob 1"
"2434","Mahube Heal Cen"
"2435","Maki Legwete"
"2436","Makro Masstores Germiston Clinic"
"2437","Makro Masstores Industry Clinic"
"2438","Makro Silver Lakes Clinic"
"2439","Mall@Reds Pharm"
"2440","Malvern Clinic"
"2441","Mamelodi East Clinic"
"2442","Mamelodi Hospital"
"2443","Mamelodi Medical Centre"
"2444","Mamelodi West"
"2445","Mandela Sisulu"
"2446","M Shiceka Clinic"
"2447","Maponya Mall Pharm"
"2448","Maraisburg"
"2449","M Rantho Clinic"
"2450","Marie Stopes Clinic (Hammanskraal)"
"2451","Marie Stopes Clinic (Sandton)"
"2452","Marie Stopes Clinic (Soweto)"
"2453","Marie Stopes Clinic (Tshwane 3)"
"2454","Marie Stopes Women Clinic (Vereeniging)"
"2455","Market Avenue"
"2456","Marley Tiles"
"2457","M Moodley Mem CDC"
"2458","Masizakhe-Koinonia Non-Medical Site"
"2459","Mayfair"
"2460","Mayibuye Clinic"
"2461","Mayo Hospital"
"2462","Mayville Pharm"
"2463","Meadowlands Zone 2 LA Clinic"
"2464","Mlands Z2 Prov"
"2465","Medforum General and Heart Hospital"
"2466","Medicare Mopani Clinic"
"2467","Medicare Pharmacy"
"2468","Medicare Sacks Pharmacy"
"2469","Medicenter Pharmacy"
"2470","Medi Centre Pharmacy"
"2471","Medimark Pharmacy"
"2472","Medi Park Pharmacy"
"2473","Medirite Pharmacy"
"2474","Meldene Medicross Centre Clinic"
"2475","Mendrey Pharmacy"
"2476","Menlyn Pharmacy"
"2477","Menlyn Retail Pharm"
"2478","Mercy NGO Clinic"
"2479","Metro Pharmacy"
"2480","Meyerton Clicks Pharm"
"2481","Meyertonmed Clinic"
"2482","Meyerton Pharm"
"2483","MIBFA Motsoadi H S"
"2484","Michael Maponya LA Clinic"
"2485","M Maponya Prov"
"2486","Middestad Pharmacy"
"2487","Mid Ennerdale"
"2488","Midrand Medical Centre"
"2489","Mid West Clinic"
"2490","Midvaal CDC"
"2491","Midvaal East Mob 1"
"2492","MNP1"
"2493","Midvaal Private Hospital"
"2494","Midvaal South Mob 1"
"2495","Milpark Hospital"
"2496","ML Pessen Clin"
"2497","Modder B Corr"
"2498","Mofolo CHC"
"2499","Mofolo South"
"2500","Mogale City Medicross Paediatric Clinic"
"2501","Mogale Clinic"
"2502","Mohlakeng CHC"
"2503","Moleleki"
"2504","Mona"
"2505","Montana Clicks Pharmacy"
"2506","Montana Private Hospital"
"2507","Montana Satellite Clinic"
"2508","Mooiplaas"
"2509","Moot General Hospital"
"2510","Moreleta Park Pharmacy"
"2511","Morningside Medi-Clinic Hospital"
"2512","Moroka"
"2513","Mothers Care"
"2514","Mothusimpilo"
"2515","Motsamai"
"2516","Mountain View Clinic"
"2517","Mpilo Surgery GP"
"2518","Mpumelelo Clinic"
"2519","Mpumelelo Evaton N"
"2520","MSD GP"
"2521","Muelmed Hospital"
"2522","Mulbarton Hospital"
"2523","Muldersdrift Clinic"
"2524","Muldersdrift Mob 1"
"2525","Nabisco Industry Clinic"
"2526","Naledi Clinic"
"2527","NAPTOSA"
"2528","Natalspruit Hospital"
"2529","Nellmapius"
"2530","Netcare Centre Sports Medicine Hospital"
"2531","New Eersterus"
"2532","New Gate Shopping Centr"
"2533","New Start"
"2534","New Start Tshwane"
"2535","NIA Industry Clinic"
"2536","Niemand Park Pharmacy"
"2537","Nigel Clinic"
"2538","Nigel Corr"
"2539","Nightingales"
"2540","Ninapark Hyper Pharmacy"
"2541","Nokuphila"
"2542","N Ngwenya CHC"
"2543","Noordgesig LA Clinic"
"2544","Noordgesig Prov"
"2545","Noordheuwel Satellite Clinic"
"2546","Norkem Mall Pharm"
"2547","Clicks Pharm NE"
"2548","Northgate Pharm"
"2549","Northmead Clinic"
"2550","Northmead Square Pharm"
"2551","Northvaal Arcade Pharm"
"2552","Clicks Pharmacy NW"
"2553","North West University Clinic"
"2554","Norwood Pharm"
"2555","Nthabiseng Centre"
"2556","Oakfields Pharmacy"
"2557","Odi Corr"
"2558","Odi Hospital"
"2559","Odirileng Maponya"
"2560","Olievenhout Ext 13"
"2561","Olifantsfontein Clin"
"2562","Olivedale Clinic"
"2563","Olivewood Pharmacy"
"2564","Onverwacht Clinic"
"2565","Orange Farm Ext 7"
"2566","Orchards Clinic"
"2567","Oregon Pharmacy"
"2568","Orlando LA Clinic"
"2569","Orlando Prov Clinic"
"2570","OR Tambo"
"2571","Osizweni"
"2572","Ouklip Pharmacy"
"2573","OUT LGBT"
"2574","Palmridge Clinic"
"2575","Panorama Pharmacy"
"2576","Parkhurst"
"2577","Park Lane Clinic Hospital"
"2578","Park Pharmacy"
"2579","Parkrand Pharm"
"2580","Paul jung Nickel Mob 1"
"2581","Payneville"
"2582","Petervale"
"2583","Phahameng"
"2584","Pharanani NGO"
"2585","Pharmacentre"
"2586","Pharmaceutical Contractors Industry Clinic"
"2587","Pharma Valu Esselen Pharmacy"
"2588","Pharma Valu Pharmacy"
"2589","Phedisong 1 Clinic"
"2590","Phedisong 4 CHC"
"2591","Phedisong 6 Clinic"
"2592","Phenduka"
"2593","P Moyo CHC"
"2594","Phola Park CHC"
"2595","Pholosong Hospital"
"2596","Phomolong"
"2597","PHRU Non-Medical Site"
"2598","Phuthanang"
"2599","Pick and Pay Clinic (Bedworthpark)"
"2600","Pick n Pay (Pta)"
"2601","Pick n Pay (Vanderb)"
"2602","Pick and Pay Northgate Clinic"
"2603","Pick and Pay Princess Clinic"
"2604","PP Fairie Glen"
"2605","Pick n Pay Hyp Phm Soweto"
"2606","PnP Montana"
"2607","Pick n Pay Pharm Steeldal"
"2608","Pierre Van Ryneveld Satellite Clinic"
"2609","Pimville Call Group Non-Medical Site"
"2610","PJ Maree Clinic"
"2611","Pontshong"
"2612","PPSA Non-Medical Site"
"2613","Pretoria Centr Corr"
"2614","Pretoria East Hospital"
"2615","Pretoria Eye Institute Hospital"
"2616","Pretoria Gynaecological Hospital"
"2617","Pretoria Heart Hospital"
"2618","Pretoria Metal Pressings Industry Clinic"
"2619","Pretoria North Medicross Clinic"
"2620","Pretoria Urology Hospital"
"2621","Pretoria West Hospital"
"2622","Pretoria West Medicross Clinic"
"2623","Pretorius Park"
"2624","Prime Cure Clinic"
"2625","Princess"
"2626","Protea Glen Clinic"
"2627","Protea Glen Mob 1"
"2628","Protea South"
"2629","Protector Grp Hosp"
"2630","Protop Women's Clinic (Kempton Park)"
"2631","Protop Women's Clinic (Vereeniging)"
"2632","PUSH Non-Medical Site"
"2633","Quagga Centre Pharm"
"2634","Queenswood Hyper Pharmacy"
"2635","Rabie Ridge"
"2636","Rafha Councelling Ministr"
"2637","Rahima Moosa Hospital"
"2638","Ramokonopi CHC"
"2639","Ramotse Clin"
"2640","Randburg Blue Cross N-med"
"2641","Randburg Clinic"
"2642","Randburg Day Clinic Surgical Centre"
"2643","Randburg Pharm"
"2644","Randburg PP"
"2645","Rand City Mall Pharm"
"2646","Rand Clinic Hospital"
"2647","Randfontein Hospital"
"2648","Randfontein Mob 1"
"2649","Randgate"
"2650","Rand Refinery Industry Clinic"
"2651","Randvaal Clinic"
"2652","Randwest Hospital"
"2653","Ratanda Clinic"
"2654","Ratanda Ext 23 Clinic"
"2655","Ratanda Ext 7"
"2656","Raymed Private Clinic"
"2657","Rayton"
"2658","Reach Out Community Project Non-Medical Site"
"2659","Reach Out N-med"
"2660","Reckitt Benckiser Clinic"
"2661","Reckitt Benckiser"
"2662","Reedville Clinic"
"2663","Refentse Clinic (Odi)"
"2664","Refilwe Clinic"
"2665","Reiger Park Clinic"
"2666","Rensburg Clinic"
"2667","Reproductive Choices Clinic"
"2668","Rethabiseng Clinic"
"2669","Retswelapele"
"2670","Reuven Satellite Clinic"
"2671","Revonia Pharm"
"2672","Rex Street"
"2673","RCP"
"2674","Rietvallei Clin"
"2675","Right to Care 10"
"2676","Right to Care 11"
"2677","Right to Care 12"
"2678","Right to Care 13"
"2679","Right to Care 14"
"2680","Right to Care 15"
"2681","Right to Care 16"
"2682","Right to Care 17"
"2683","Right to Care 1"
"2684","Right to Care 2"
"2685","Right to Care 3"
"2686","Right to Care 4"
